half_page_number,text,predicted_label,science_prob,source_file,clean_text,llm_topic
563,"r
of Mr. Paine's productions in a cheap form:-
INTRODUCTION.
The North American Republic consists of twenty-four regularly
organized States, which with the exception of some mountain ridges
is wholly susceptible of cultivation. It contains upwards of two
millions of square miles, is therefore thirteen times as large as
France; twenty-three times as large as England, and would, were
it peopled as densely as those countries, contain four hundred
millions of people. It is watered on its eastern, western, and on
part of its southern sides by the ocean, and on part of its northern
irontier by immense lakes. It is intersected in all directions by
magnificent rivers, and has more facilities for water conveyance
than any other continental country, it abounds in mines and minerals,
and produces every thing necessary for the sustenance and enjoy-
ment of mankind.
The population of the United States has been several times
doubled, in periods of less than twenty-five years, it now contains
upwards of twelve millions of people, and bids fair at no very
distant period, to be more populous and powerful than any nation
ever was.
Such is the present state, such the present prospects of a nation
originally settled by men who either fled from religious intolerance
and persecution to seek peace in the wilderness, or men whose
notions of liberty were too high to permit them to endure the tyranny
they were subjected to at home; or of men who sought their for-
tunes as commercial speculators or cul",1,0.7294335961341858,guardian_v1_1831-1832_coo-31924002673196-1746738494.txt,r of mr paines productions in a cheap form introduction the north american republic consists of twentyfour regularly organized states which with the exception of some mountain ridges is wholly susceptible of cultivation it contains upwards of two millions of square miles is therefore thirteen times as large as france twentythree times as large as england and would were it peopled as densely as those countries contain four hundred millions of people it is watered on its eastern western and on part of its southern sides by the ocean and on part of its northern irontier by immense lakes it is intersected in all directions by magnificent rivers and has more facilities for water conveyance than any other continental country it abounds in mines and minerals and produces every thing necessary for the sustenance and enjoy ment of mankind the population of the united states has been several times doubled in periods of less than twentyfive years it now contains upwards of twelve millions of people and bids fair at no very distant period to be more populous and powerful than any nation ever was such is the present state such the present prospects of a nation originally settled by men who either fled from religious intolerance and persecution to seek peace in the wilderness or men whose notions of liberty were too high to permit them to endure the tyranny they were subjected to at home or of men who sought their for tunes as commercial speculators or cul,industry
1103,",
earth. They immediately concluded that the bed of the river had
given way, and that the water was descending into the colleries
beneath, and hastened to the nearest pit's mouth to give an alarm.
bastened to escape, which, providentially, they all effected, though
The mer below soon heard the mighty rushing of the waters, and
without a moment to spare, several of them being up to their necks
beneath, and the next day a tremendously large space broke down,
in water. The water continued to pour into the extensive cavities
into which the whole river descended, leaving its bed quite dry for
the space
viously been full six feet deep. On the flowing of the tide, the depth
of a mile on each side of the aperture, where it had pre-
of the water below the chasm increased to nine feet; the desolation
was awful! The water still rushed in a torrent into the earth;
sucked into the vortex; they had no sooner got out than the boat
three men in a boat had an almost miraculous escape from being
continued to pour down till the whole workings, which extended
was drawn down with fearful rapidity. The great body of water
many miles, were completely filled. A new scene of terror presented
through the surface of the earth in a thousand places, which, for an
itself; the imprisoned air, pressed by the weight of water, burst
Immense quantities of sand and water were thrown up and descended
extent of many acres, presented the appearance of a boiling cauldron.
like torrents of rain for many hours. By th",1,0.6651661992073059,guardian_v2_1833-1834_coo-31924065890414-1746738539.txt,earth they immediately concluded that the bed of the river had given way and that the water was descending into the colleries beneath and hastened to the nearest pits mouth to give an alarm bastened to escape which providentially they all effected though the mer below soon heard the mighty rushing of the waters and without a moment to spare several of them being up to their necks beneath and the next day a tremendously large space broke down in water the water continued to pour into the extensive cavities into which the whole river descended leaving its bed quite dry for the space viously been full six feet deep on the flowing of the tide the depth of a mile on each side of the aperture where it had pre of the water below the chasm increased to nine feet the desolation was awful the water still rushed in a torrent into the earth sucked into the vortex they had no sooner got out than the boat three men in a boat had an almost miraculous escape from being continued to pour down till the whole workings which extended was drawn down with fearful rapidity the great body of water many miles were completely filled a new scene of terror presented through the surface of the earth in a thousand places which for an itself the imprisoned air pressed by the weight of water burst immense quantities of sand and water were thrown up and descended extent of many acres presented the appearance of a boiling cauldron like torrents of rain for many hours by th,natural history
1195,"ficient apology for our silence respecting them. We shall
take precautions against the like result again. Our other Corres
pondents are under consideration.
·
ORIGINAL POETRY.
They that be slain with the sword are better than they that be
elain with hunger; for these pine away, stricken through for want of
the fruits of the field.-Lamentations, ch. iv. v. 9.
Ah! wherefore weep my mother land,
Since Pharbus smiles with kindly ray,
And summer strews with bounteous hand
The joyous earth with flow rets gay?
Some in pleasure's car at eve'a,
Thro' the park and o'er the lake,
By zephyr breath or œlus driven,
In satiate draughts of sorrow make.
Yet others gnaw the clankless chain
Of want, which binds a free-born race,
Who, fetter'd, moan to bite again
Those links Britannia's muse disgrace.
The sickle comes, and nature yields
Her harvest's fruits and vineyard's wine,
And till a sword each subject wields,
To servile death devoted pine.
Did Abas mock the Lord of Hosts
To monarch's sounding glory knell ;
The tombs give up our fatber's ghosts-
They echo, but how Pharoah fell,
Invoking vengeance from the skies:
The woe-struck spirits of the past
Call on the living to arise,
Or freedom dare, or thraldom blast.
Our orphan's curse, the bridal night
In wedless charm our virgins fall,
And nature mourns their passion's blight,
And spreads anoa cold beauty's pall.
The dolant songsters of the grove,
Thro' fields of air on music borne,
Reflective shone the fruits of love,
And twilight weds 'em 'nea",1,0.6274939179420471,guardian_v2_1833-1834_coo-31924065890414-1746738539.txt,ficient apology for our silence respecting them we shall take precautions against the like result again our other corres pondents are under consideration original poetry they that be slain with the sword are better than they that be elain with hunger for these pine away stricken through for want of the fruits of the fieldlamentations ch iv v 9 ah wherefore weep my mother land since pharbus smiles with kindly ray and summer strews with bounteous hand the joyous earth with flow rets gay some in pleasures car at evea thro the park and oer the lake by zephyr breath or lus driven in satiate draughts of sorrow make yet others gnaw the clankless chain of want which binds a freeborn race who fetterd moan to bite again those links britannias muse disgrace the sickle comes and nature yields her harvests fruits and vineyards wine and till a sword each subject wields to servile death devoted pine did abas mock the lord of hosts to monarchs sounding glory knell the tombs give up our fatbers ghosts they echo but how pharoah fell invoking vengeance from the skies the woestruck spirits of the past call on the living to arise or freedom dare or thraldom blast our orphans curse the bridal night in wedless charm our virgins fall and nature mourns their passions blight and spreads anoa cold beautys pall the dolant songsters of the grove thro fields of air on music borne reflective shone the fruits of love and twilight weds em nea,poetry
2221,"b-
tain that all important measure, Universal Suffrage—then, and not
till then, will they have any chance of obtaining any permanent good,
or standing in that rank of society which their merits so justly entitle
them to.
Hoping those few remarks find
may a place in
I remain, &c.
your valuable paper,
T. G. L.
FRAGMENT ON THE ORIGIN OF KINGS,
BY SIR WILLIAM JONES.
When Time was young,
And earth was clad in Nature's rudest garb,
Dark tangled forests, desarts vast and drear,
Wild heaths, and reedy lakes, and rushy fens;
When fresh and vigʼrous from the Eternal hand,
Man trod the rough domain; himself as rough,
The business of his life to propagate,
To draw nutrition, and to keep at bay
Instinct's ferocious swarms; then the wide world
Was but a huge estate, Heaven the prime Lord,
And all mankind his equal tegantry.
No power was known, have that which Nature owns-
Paternal sway-clad in the spoils of brutes,
And unrestrained as in the mountain's blast,
Dauntless and firm the sturdy savage roam'd,
His family a state-himself a chief.
Water, wild fruits, and animal repasts,
Compos'd his worldly good; with these in view,
On the rough margin of some stream or lake,
Begirt with matted brakes and forests tall,
Hle roar'd, with unskill'd hand, his wattled ebed.
Around him, nimble as the bounding roe,
His naked offspring play'd. Time brought desires,
And from desires which to repress was sin,
Full many a progeny room frolick'd round-
Affection filial, fondness for the seat
Of all their youth",1,0.990149736404419,guardian_v2_1833-1834_coo-31924065890414-1746738539.txt,b tain that all important measure universal suffragethen and not till then will they have any chance of obtaining any permanent good or standing in that rank of society which their merits so justly entitle them to hoping those few remarks find may a place in i remain c your valuable paper t g l fragment on the origin of kings by sir william jones when time was young and earth was clad in natures rudest garb dark tangled forests desarts vast and drear wild heaths and reedy lakes and rushy fens when fresh and vigrous from the eternal hand man trod the rough domain himself as rough the business of his life to propagate to draw nutrition and to keep at bay instincts ferocious swarms then the wide world was but a huge estate heaven the prime lord and all mankind his equal tegantry no power was known have that which nature owns paternal swayclad in the spoils of brutes and unrestrained as in the mountains blast dauntless and firm the sturdy savage roamd his family a statehimself a chief water wild fruits and animal repasts composd his worldly good with these in view on the rough margin of some stream or lake begirt with matted brakes and forests tall hle roard with unskilld hand his wattled ebed around him nimble as the bounding roe his naked offspring playd time brought desires and from desires which to repress was sin full many a progeny room frolickd round affection filial fondness for the seat of all their youth,natural history
1326,"ne by one diminished,
Population's kept in check. (a)
Pheasants; feather'd aristocracy!
Stately stalk in rainbow plumes;
Eclipsing partridge, brown democracy,
Ah! ye must feed the kitchen fumes,
Hares the juicy herbage cropping,
Trembling quick in every breath;
Running now, and now they're stopping-
All around is big with death.
Red slaughter's now without a muzzle,
And leaps from out each screening bush,
To 'scape which, is the poor game's puzzle,
And their sweet life's not worth a rush.
About the right to take this life;
That's question which admits dispute,
All who for argument are rife
May here discuss 'tween man and brute. (b)
But argumentative I'm not,
For ""
MIGHT IS RIGHT,"" 'tis shortly said;
The man has power, the game has not,
He points his gun and shoots it dead.
And argument availeth not,
And reason's wasted upon power;
To fear alone 'twill yield a jot,
Nor that until the eleventh hour,
But who are these in russet jackets,
Millers' hats, with fowling pieces,
Shot-belts, dogs, and powder-flaskets,
Buckskin leggings, and white breeches?
Squires, knights, and lords, these men are dubbed ;
Of orders, privileged beyond
Those of bare walls and empty cupboard,
To shoot the game and fish the pond,
Whence this proud privilege-its rise?
'Mongst men of the same common clay;.
From money sprung; it has its price,
Which price a poor man cannot pay.
Though pay he cannot, eat he can
If shoot he must not, poach he will-
With right to game as good as any man,
He's three months' swea",1,0.8937066197395325,guardian_v3_1834-1835_coo-31924065890422-1746738587.txt,ne by one diminished populations kept in check a pheasants featherd aristocracy stately stalk in rainbow plumes eclipsing partridge brown democracy ah ye must feed the kitchen fumes hares the juicy herbage cropping trembling quick in every breath running now and now theyre stopping all around is big with death red slaughters now without a muzzle and leaps from out each screening bush to scape which is the poor games puzzle and their sweet lifes not worth a rush about the right to take this life thats question which admits dispute all who for argument are rife may here discuss tween man and brute b but argumentative im not for might is right tis shortly said the man has power the game has not he points his gun and shoots it dead and argument availeth not and reasons wasted upon power to fear alone twill yield a jot nor that until the eleventh hour but who are these in russet jackets millers hats with fowling pieces shotbelts dogs and powderflaskets buckskin leggings and white breeches squires knights and lords these men are dubbed of orders privileged beyond those of bare walls and empty cupboard to shoot the game and fish the pond whence this proud privilegeits rise mongst men of the same common clay from money sprung it has its price which price a poor man cannot pay though pay he cannot eat he can if shoot he must not poach he will with right to game as good as any man hes three months swea,steam power
1402,"me the delight of childhood, the amusement of youth, and
the cordial of age.
IMPROVEMENT IN PADDLE-W¡IEELS.-A small model of a
new invention in this way has been sent to our office for inspec-
tion, accompanied by a letter from the inventor, pointing out
the differences between it and the common paddle-wheel, and
its superiority over them in various points; the most mate-
rial of which is, that the paddles in the machine turn upon two
pivots placed at the end, and work in holes at the sides or arms
of the wheel; and, from being thus fixed, the paddles would
all remain perpendicular when the wheel is at rest; these over-
balance from the pivot being downwards, if not prevented by
stop-pers. When in motion the paddle is kept firmly against
the pers until it passes the bottom or perpendicular line, when
the overbalance, which, from the pivot, is upwards, will gently
turn it over, and it will rise perpendicular, with its thin edge
out of the water, leaving the latter without any back wave or
swell: it is, therefore, formed on the principle of not lifting the
hack wave.
Two patents have lately been taken out for paddle-
wheels to prevent the sea-lift; and trials are about to be made
of them upon the largest scale; and this, certainly, is the only
true method of ascertaining their capabilities. The maker of
this machine signs himself James Carol, 38, Tufton-street, West-
minster, where he will show the machine each day from ten
until two o'clock.-Herald.
SPONTANEOUS IGNITION OF COA",1,0.7380390763282776,guardian_v3_1834-1835_coo-31924065890422-1746738587.txt,me the delight of childhood the amusement of youth and the cordial of age improvement in paddlewieelsa small model of a new invention in this way has been sent to our office for inspec tion accompanied by a letter from the inventor pointing out the differences between it and the common paddlewheel and its superiority over them in various points the most mate rial of which is that the paddles in the machine turn upon two pivots placed at the end and work in holes at the sides or arms of the wheel and from being thus fixed the paddles would all remain perpendicular when the wheel is at rest these over balance from the pivot being downwards if not prevented by stoppers when in motion the paddle is kept firmly against the pers until it passes the bottom or perpendicular line when the overbalance which from the pivot is upwards will gently turn it over and it will rise perpendicular with its thin edge out of the water leaving the latter without any back wave or swell it is therefore formed on the principle of not lifting the hack wave two patents have lately been taken out for paddle wheels to prevent the sealift and trials are about to be made of them upon the largest scale and this certainly is the only true method of ascertaining their capabilities the maker of this machine signs himself james carol 38 tuftonstreet west minster where he will show the machine each day from ten until two oclockherald spontaneous ignition of coa,steam power
1645,"een in the hospital about thirty
hours.
The examination of the case after death brought to view
several morbid appearances, chictly in the windpire and. the
stomach; but these bore no proportion to the violence of the
symptoms and the intensity of the patient's sufferings, and they
are regarded as throwing but little light upon the peculiar nature
of this extraordinary discase, which the lecturer thought must
still be considered as perfectly unknown, as the remedial
means hitherto adopted for its cure had been unsuccessful.
Dr. Golding drew some useful practical deductions from the
He stated that further observations were yet necessary
to elucidate the peculiar operations of the rabid virus in the
animal frame, and concluded with an anxious hope, in which
every friend of humanity must unite with him and with the
professors of the healing art, that medicine has yet in store some
remedy for this horrible disease.
case.
PERSIAN GEOGRAPHY.-The following curious extract has
beeu sent to us by a friend. It is translated from a Persian
work, intitled, ""Jâmaat-towârikh,"" or Universal History, by
Rashid-ad-din, who commenced it in the year of the Hirjah
714 (A.D. 1314.—“ Ireland (Irelanda) is an island in the midst
of the ocean. From the excellence of its soil, poisonous rep
tiles and rats are not produced upon it. The people are long-
lived, red-haired, tall, strong, and brave. There is a fountain
of water there, into which, if a piece of wood is thrown, in
the course of one week its",1,0.9943709969520568,guardian_v3_1834-1835_coo-31924065890422-1746738587.txt,een in the hospital about thirty hours the examination of the case after death brought to view several morbid appearances chictly in the windpire and the stomach but these bore no proportion to the violence of the symptoms and the intensity of the patients sufferings and they are regarded as throwing but little light upon the peculiar nature of this extraordinary discase which the lecturer thought must still be considered as perfectly unknown as the remedial means hitherto adopted for its cure had been unsuccessful dr golding drew some useful practical deductions from the he stated that further observations were yet necessary to elucidate the peculiar operations of the rabid virus in the animal frame and concluded with an anxious hope in which every friend of humanity must unite with him and with the professors of the healing art that medicine has yet in store some remedy for this horrible disease case persian geographythe following curious extract has beeu sent to us by a friend it is translated from a persian work intitled jmaattowrikh or universal history by rashidaddin who commenced it in the year of the hirjah 714 ad 1314 ireland irelanda is an island in the midst of the ocean from the excellence of its soil poisonous rep tiles and rats are not produced upon it the people are long lived redhaired tall strong and brave there is a fountain of water there into which if a piece of wood is thrown in the course of one week its,medicine
1646," surface becomes stone. The larger
island is called England (Ingleterra.) In it is a mountain
which has numerous mines of gold, silver, copper, lead, and
iron. Fruit trees are abundant. Among the wonders of that
land is a tree which produces birds. It is thus:-At the time
of blossom a sort of bag appears upon the tree; within this the
RUSSIA. The power of Russia extends itself over two
worlds; her progress is immense, and nothing seems able to
restrain it. While on the European side she has gained pos-
session of Poland, of Finland, of Tartary, of Bessarabia, and of
half Moldavia, on the Asiatic frontier her dominion is extended
to the Caspian Sea and the Caucasus, as far as the desert of
Kirgish. The Russian eagle hovers over the fertile plains of
Bulgaria, and beholds with pleasure the attractive soil of l'ersia
and the arid mountains of Armenia. There is nothing to dread
in the aggrandisement of Russia in Europe; the whole of the
western nations would rise en masse if she were to assume a
hostile attitude on the shores of the Baluc, of the Black Sea,
or on the banks of the Oder. The tottering empire of the
Turks would be protected by the Anglo-French alliance, which
Austria would join, although on this side the position of Silis-
tria would sufficiently protect Russia. In Asia, on the con-
trary, all the chances are in favour of Russia; perhaps even
while we write, her arms have penetrated to the south of the
Caucasus and Caspian Sea, and if this progress be not arrested
i",1,0.8959557414054871,guardian_v3_1834-1835_coo-31924065890422-1746738587.txt,surface becomes stone the larger island is called england ingleterra in it is a mountain which has numerous mines of gold silver copper lead and iron fruit trees are abundant among the wonders of that land is a tree which produces birds it is thusat the time of blossom a sort of bag appears upon the tree within this the russia the power of russia extends itself over two worlds her progress is immense and nothing seems able to restrain it while on the european side she has gained pos session of poland of finland of tartary of bessarabia and of half moldavia on the asiatic frontier her dominion is extended to the caspian sea and the caucasus as far as the desert of kirgish the russian eagle hovers over the fertile plains of bulgaria and beholds with pleasure the attractive soil of lersia and the arid mountains of armenia there is nothing to dread in the aggrandisement of russia in europe the whole of the western nations would rise en masse if she were to assume a hostile attitude on the shores of the baluc of the black sea or on the banks of the oder the tottering empire of the turks would be protected by the anglofrench alliance which austria would join although on this side the position of silis tria would sufficiently protect russia in asia on the con trary all the chances are in favour of russia perhaps even while we write her arms have penetrated to the south of the caucasus and caspian sea and if this progress be not arrested i,dominion
1722,"d may be verified by any one who will take the
trouble to repeat them :-The following, (says Dr. Prout) was
the method he employed for this purpose. In the first place,
everything that was soluble in water was removed by frequent
maceration and boiling; the wood was then reduced to a minute
state of division, that is to say, not merely into fine fibres, but
(Abridged from the Durlum Advertiser.)
actual powder; and after being repeatedly subjected to the heat
THE shaft at present sinking at Monk wearmouth Colliery, of an oven, was ground in the usual manner of corn. Wood
near Sunderland, has attained a considerable greater depth than thus prepared, according to the author, acquires the smell and
any mine in Great Britain (or, estimating its depth from the taste of corn-flour. To make wood-flour in perfection, accord-
level of the sea, than any mine in the world). Pearce's shaft ing to Professor Autenreith, the wood, after being thoroughly
at the Consolidated Mines in Cornwall was, till lately, the stripped of its bark, is to be sawed transversely into disks of
deepest in the island, being about 1470 feet in perpendicular about an inch in diameter. The saw-dust is to be preserved,
depth, of which 1150 feet are below the surface of the sea. The and the disks are to be beaten to fibres in a pounding-mill.
bottom of Woolf's shaft (also at the consolidated Mines) is 1230 The fibres and saw-dust, mixed together, are next to be deprived
